unit_id,source_file,doi,article_title,journal,year,review_round,referee_number,source_text_sha256,gate,claim_type,subfield_bucket,abstract_unit,evidence_risk,reviewer_concern,revision_direction,matched_signal_terms,non_verbatim
MS-RU-00238,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,80c600c6b0df31b45579e619e04313ee9afced7b195f896692d437def8f4a2cb,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,computational_materials_design,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",,true
MS-RU-00239,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,56cfa1f572d34ed745db33bfd10b55fb59bbc7eb0f844738bee0ba5f1530351f,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,computational_materials_design,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",,true
MS-RU-00240,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,391359e8eeda62654e56bd2b91179c6490167730f305e58c82cc87db8ec585d0,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,soft_polymers_and_bioelectronic_materials,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",figure; line,true
MS-RU-00241,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,048857d003aed049b802bc9848f20a32deb2cffc5f8b7f27ebae2adbdb8c2fa6,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",novel; previous,true
MS-RU-00242,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,e9412dc5d32f95e178cbae2ebc4ce8e7de4f70b0a84e36362cb57a23d633d018,synthesis_route_and_reproducibility,synthesis_or_processing_claim,computational_materials_design,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",synthesis; synthesize,true
MS-RU-00243,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,6153d4183bd80e9b9b821f8d8c11bb9511bc8d0e8ebf167f814813f9e8f463da,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,computational_materials_design,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure; tem,true
MS-RU-00244,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,0bbc96c2be254e123a929ec34187d761800dc052479b66d847d64ce68cacbb3e,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",important,true
MS-RU-00245,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,6f5c7f1b762eae71e832ff0e32efa2c908c127994ee82eef18bbf302447ace5a,synthesis_route_and_reproducibility,synthesis_or_processing_claim,computational_materials_design,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",synthesis,true
MS-RU-00246,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,675374403690ff33f05df93b27c7f266d0906c1d787bc3191674d28695c42083,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,computational_materials_design,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",,true
MS-RU-00247,2025_nature_s41586-025-08628-5_peer_review.pdf,10.1038/s41586-025-08628-5,A generative model for inorganic materials design,Nature,2025,version_3,4,3c694ee67d337198066409cb5cd02695d6a44985fb5e831c906293af828b0566,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,computational_materials_design,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",title,true
