unit_id,source_id,journal,year,unit_type,severity,claim_target,cluster,non_verbatim_index
unit_000531,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000532,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000533,nature_remote_sensing_review_0006,Nature,2024,minor_comment,minor,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000534,nature_remote_sensing_review_0006,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Emission, source attribution, and plume-like inference",true
unit_000535,nature_remote_sensing_review_0007,Nature Communications,2024,contribution_assessment,moderate,"novelty claim, model performance","Machine learning, model performance, and generalization",true
unit_000536,nature_remote_sensing_review_0007,Nature Communications,2024,figure_or_table_comment,moderate,"table evidence, methodological support","Machine learning, model performance, and generalization",true
unit_000537,nature_remote_sensing_review_0007,Nature Communications,2024,contribution_assessment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000538,nature_remote_sensing_review_0007,Nature Communications,2024,minor_comment,minor,"trend interpretation, model performance","Long-term time series, climate variability, and trend interpretation",true
unit_000539,nature_remote_sensing_review_0007,Nature Communications,2024,contribution_assessment,moderate,"model performance, methodological support","Machine learning, model performance, and generalization",true
unit_000540,nature_remote_sensing_review_0007,Nature Communications,2024,moderate_concern,moderate,model performance,"Spatial data, resolution, and product coverage",true
unit_000541,nature_remote_sensing_review_0007,Nature Communications,2024,major_concern,major,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000542,nature_remote_sensing_review_0007,Nature Communications,2024,minor_comment,minor,uncertainty claim,"Figures, extended data, and evidentiary display",true
unit_000543,nature_remote_sensing_review_0007,Nature Communications,2024,minor_comment,minor,model performance,"Methods, results, discussion structure, and explanatory clarity",true
unit_000544,nature_remote_sensing_review_0007,Nature Communications,2024,moderate_concern,moderate,model performance,"Methods, results, discussion structure, and explanatory clarity",true
unit_000545,nature_remote_sensing_review_0007,Nature Communications,2024,contribution_assessment,moderate,model performance,"Machine learning, model performance, and generalization",true
unit_000546,nature_remote_sensing_review_0007,Nature Communications,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000547,nature_remote_sensing_review_0007,Nature Communications,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000548,nature_remote_sensing_review_0007,Nature Communications,2024,moderate_concern,moderate,model performance,"Concern resolution, code, publication readiness, and reproducibility",true
unit_000549,nature_remote_sensing_review_0007,Nature Communications,2024,figure_or_table_comment,moderate,"model performance, figure evidence","Machine learning, model performance, and generalization",true
unit_000550,nature_remote_sensing_review_0007,Nature Communications,2024,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_000551,nature_remote_sensing_review_0007,Nature Communications,2024,moderate_concern,moderate,model performance,"Machine learning, model performance, and generalization",true
unit_000552,nature_remote_sensing_review_0007,Nature Communications,2024,contribution_assessment,moderate,model performance,"Methods, results, discussion structure, and explanatory clarity",true
unit_000553,nature_remote_sensing_review_0007,Nature Communications,2024,moderate_concern,moderate,model performance,"Machine learning, model performance, and generalization",true
unit_000554,nature_remote_sensing_review_0007,Nature Communications,2024,moderate_concern,moderate,methodological support,"Machine learning, model performance, and generalization",true
unit_000555,nature_remote_sensing_review_0007,Nature Communications,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000556,nature_remote_sensing_review_0007,Nature Communications,2024,line_comment,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_000557,nature_remote_sensing_review_0007,Nature Communications,2024,contribution_assessment,moderate,"uncertainty claim, model performance, methodological support","Machine learning, model performance, and generalization",true
unit_000558,nature_remote_sensing_review_0007,Nature Communications,2024,major_concern,major,"product validity, model performance, methodological support","Machine learning, model performance, and generalization",true
unit_000559,nature_remote_sensing_review_0007,Nature Communications,2024,minor_comment,minor,model performance,"Figures, extended data, and evidentiary display",true
unit_000560,nature_remote_sensing_review_0007,Nature Communications,2024,contribution_assessment,minor,model performance,"Machine learning, model performance, and generalization",true
unit_000561,nature_remote_sensing_review_0007,Nature Communications,2024,moderate_concern,moderate,"model performance, methodological support","Machine learning, model performance, and generalization",true
unit_000562,nature_remote_sensing_review_0007,Nature Communications,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000563,nature_remote_sensing_review_0007,Nature Communications,2024,contribution_assessment,major,"novelty claim, model performance, figure evidence","Machine learning, model performance, and generalization",true
unit_000564,nature_remote_sensing_review_0007,Nature Communications,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000565,nature_remote_sensing_review_0007,Nature Communications,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000566,nature_remote_sensing_review_0007,Nature Communications,2024,revision_assessment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000567,nature_remote_sensing_review_0008,Nature Communications,2024,revision_assessment,moderate,manuscript claim or supporting evidence,"Long-term time series, climate variability, and trend interpretation",true
unit_000568,nature_remote_sensing_review_0008,Nature Communications,2024,moderate_concern,moderate,causal or attribution claim,"Methods, results, discussion structure, and explanatory clarity",true
unit_000569,nature_remote_sensing_review_0008,Nature Communications,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000570,nature_remote_sensing_review_0008,Nature Communications,2024,figure_or_table_comment,moderate,"trend interpretation, figure evidence","Long-term time series, climate variability, and trend interpretation",true
unit_000571,nature_remote_sensing_review_0008,Nature Communications,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000572,nature_remote_sensing_review_0008,Nature Communications,2024,moderate_concern,moderate,model performance,"Long-term time series, climate variability, and trend interpretation",true
unit_000573,nature_remote_sensing_review_0008,Nature Communications,2024,moderate_concern,moderate,methodological support,"Long-term time series, climate variability, and trend interpretation",true
unit_000574,nature_remote_sensing_review_0008,Nature Communications,2024,moderate_concern,moderate,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_000575,nature_remote_sensing_review_0008,Nature Communications,2024,minor_comment,minor,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_000576,nature_remote_sensing_review_0008,Nature Communications,2024,figure_or_table_comment,minor,"trend interpretation, figure evidence","Long-term time series, climate variability, and trend interpretation",true
unit_000577,nature_remote_sensing_review_0008,Nature Communications,2024,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000578,nature_remote_sensing_review_0008,Nature Communications,2024,contribution_assessment,moderate,"causal or attribution claim, model performance","Spatial data, resolution, and product coverage",true
unit_000579,nature_remote_sensing_review_0008,Nature Communications,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000580,nature_remote_sensing_review_0008,Nature Communications,2024,figure_or_table_comment,moderate,figure evidence,"Spatial data, resolution, and product coverage",true
